first,second,third,lat,lon
서울특별시,,,126.9800083,37.56356944
서울특별시,종로구,,126.9816417,37.57037778
서울특별시,종로구,청운효자동,126.9706519,37.5841367
서울특별시,종로구,사직동,126.9709556,37.57326944
서울특별시,종로구,삼청동,126.9839778,37.582425
서울특별시,종로구,부암동,126.9664444,37.58985556
서울특별시,종로구,평창동,126.9688778,37.60252222
서울특별시,종로구,무악동,126.9612083,37.57153889
서울특별시,종로구,교남동,126.9641,37.569075
서울특별시,종로구,가회동,126.9869111,37.57725278
서울특별시,종로구,종로1.2.3.4가동,126.9910667,37.56788611
서울특별시,종로구,종로5.6가동,127.0071556,37.56921111
서울특별시,종로구,이화동,127.0063972,37.57421389
서울특별시,종로구,혜화동,127.0026222,37.58398889
서울특별시,종로구,창신제1동,127.0184639,37.56793611
서울특별시,종로구,창신제2동,127.0129639,37.57164444
서울특별시,종로구,창신제3동,127.0171639,37.57504722
서울특별시,종로구,숭인제1동,127.0176639,37.57502778
서울특별시,종로구,숭인제2동,127.0220556,37.57203611
서울특별시,중구,,126.9996417,37.56100278
서울특별시,중구,소공동,126.9791083,37.55963056
서울특별시,중구,회현동,126.9814444,37.55448333
서울특별시,중구,명동,126.9878889,37.55723611
서울특별시,중구,필동,126.9977111,37.55735278
서울특별시,중구,장충동,127.0099333,37.55911667
서울특별시,중구,광희동,127.0071639,37.56173056
서울특별시,중구,을지로동,126.9934306,37.5639
서울특별시,중구,신당동,127.0166333,37.55931111
서울특별시,중구,다산동,127.0103083,37.55161667
서울특별시,중구,약수동,127.0110861,37.54965833
서울특별시,중구,청구동,127.0167889,37.55425833
서울특별시,중구,신당제5동,127.0239667,37.56233056
서울특별시,중구,동화동,127.0215417,37.55722778
서울특별시,중구,황학동,127.0234972,37.56466389
서울특별시,중구,중림동,126.9666,37.55203333
서울특별시,용산구,,126.9675222,37.53609444
서울특별시,용산구,후암동,126.9802667,37.54588056
서울특별시,용산구,용산2가동,126.9875639,37.54311944
서울특별시,용산구,남영동,126.9769667,37.54283333
서울특별시,용산구,청파동,126.9720417,37.54255556
서울특별시,용산구,원효로제1동,126.9683417,37.53586944
서울특별시,용산구,원효로제2동,126.9535778,37.53159167
서울특별시,용산구,효창동,126.9633972,37.53895278
서울특별시,용산구,용문동,126.9596639,37.53625
서울특별시,용산구,한강로동,126.9715333,37.52624167
서울특별시,용산구,이촌제1동,126.9753556,37.51840278
서울특별시,용산구,이촌제2동,126.9563306,37.52403056
서울특별시,용산구,이태원제1동,126.9970417,37.52949167
서울특별시,용산구,이태원제2동,126.9918444,37.53797222
서울특별시,용산구,한남동,127.0026444,37.53188611
서울특별시,용산구,서빙고동,126.9967778,37.51760556
서울특별시,용산구,보광동,127.0023333,37.52346389
서울특별시,성동구,,127.039,37.56061111
서울특별시,성동구,왕십리제2동,127.0327111,37.55833611
서울특별시,성동구,왕십리도선동,127.0255591,37.5677544
서울특별시,성동구,마장동,127.0475639,37.56343333
서울특별시,성동구,사근동,127.0479556,37.55840556
서울특별시,성동구,행당제1동,127.0380778,37.55535278
서울특별시,성동구,행당제2동,127.0315333,37.555575
서울특별시,성동구,응봉동,127.0354972,37.55034722
서울특별시,성동구,금호1가동,127.0239444,37.55206944
서울특별시,성동구,금호2.3가동,127.020859,37.553188
서울특별시,성동구,금호4가동,127.024475,37.54447222
서울특별시,성동구,옥수동,127.013463,37.543717
서울특별시,성동구,성수1가제1동,127.0519861,37.53895833
서울특별시,성동구,성수1가제2동,127.0463639,37.54352778
서울특별시,성동구,성수2가제1동,127.0562,37.53670278
서울특별시,성동구,성수2가제3동,127.0573333,37.54543056
서울특별시,성동구,송정동,127.0717083,37.55172778
서울특별시,성동구,용답동,127.0574333,37.56136667
서울특별시,광진구,,127.0845333,37.53573889
서울특별시,광진구,화양동,127.0734639,37.54378611
서울특별시,광진구,군자동,127.0779972,37.55235278
서울특별시,광진구,중곡제1동,127.0821639,37.55784167
서울특별시,광진구,중곡제2동,127.0835444,37.557475
서울특별시,광진구,중곡제3동,127.0822528,37.56591667
서울특별시,광진구,중곡제4동,127.0893528,37.56251111
서울특별시,광진구,능동,127.0826444,37.55102778
서울특별시,광진구,광장동,127.1053083,37.54421389
서울특별시,광진구,자양제1동,127.0844194,37.53168611
서울특별시,광진구,자양제2동,127.0866,37.526
서울특별시,광진구,자양제3동,127.0750306,37.53103333
서울특별시,광진구,자양제4동,127.0672528,37.53748611
서울특별시,광진구,구의제1동,127.0878667,37.539675
서울특별시,광진구,구의제2동,127.0921083,37.54443889
서울특별시,광진구,구의제3동,127.0996889,37.53613889
서울특별시,동대문구,,127.0421417,37.571625
서울특별시,동대문구,용신동,127.0372169,37.5758185
서울특별시,동대문구,제기동,127.0377843,37.5830767
서울특별시,동대문구,전농제1동,127.0498667,37.57521111
서울특별시,동대문구,전농제2동,127.0538639,37.58170278
서울특별시,동대문구,답십리제1동,127.0542222,37.569275
서울특별시,동대문구,답십리제2동,127.061575,37.56915278
서울특별시,동대문구,장안제1동,127.0684778,37.56498611
서울특별시,동대문구,장안제2동,127.0753083,37.56840833
서울특별시,동대문구,청량리동,127.0472767,37.5862586
서울특별시,동대문구,회기동,127.0574889,37.58800833
서울특별시,동대문구,휘경제1동,127.0678194,37.59015833
서울특별시,동대문구,휘경제2동,127.0696556,37.58849444
서울특별시,동대문구,이문제1동,127.0676306,37.595
서울특별시,동대문구,이문제2동,127.0586194,37.59173056
서울특별시,중랑구,,127.0947778,37.60380556
서울특별시,중랑구,면목제2동,127.0811333,37.58698333
서울특별시,중랑구,면목제4동,127.0876222,37.57181667
서울특별시,중랑구,면목제5동,127.0817222,37.58304722
서울특별시,중랑구,면목본동,127.0896778,37.58456111
서울특별시,중랑구,면목제7동,127.0890861,37.5762
서울특별시,중랑구,면목제3.8동,127.0902194,37.58023611
서울특별시,중랑구,상봉제1동,127.0892889,37.59702778
서울특별시,중랑구,상봉제2동,127.0853889,37.58961111
서울특별시,중랑구,중화제1동,127.0827778,37.59838611
서울특별시,중랑구,중화제2동,127.0770222,37.59221667
서울특별시,중랑구,묵제1동,127.0805861,37.60962222
서울특별시,중랑구,묵제2동,127.0781444,37.60679722
서울특별시,중랑구,망우본동,127.1084639,37.59869167
서울특별시,중랑구,망우제3동,127.1002667,37.58957778
서울특별시,중랑구,신내1동,127.1015528,37.60308333
서울특별시,중랑구,신내2동,127.096275,37.60343056
서울특별시,성북구,,127.0203333,37.58638333
서울특별시,성북구,성북동,127.0060861,37.58744167
서울특별시,성북구,삼선동,127.0095556,37.58284722
서울특별시,성북구,동선동,127.0225083,37.59127778
서울특별시,성북구,돈암제1동,127.0282889,37.60050833
서울특별시,성북구,돈암제2동,127.0127111,37.59525556
서울특별시,성북구,안암동,127.0234778,37.58305833
서울특별시,성북구,보문동,127.0249,37.57758889
서울특별시,성북구,정릉제1동,127.0187417,37.59864167
서울특별시,성북구,정릉제2동,127.0132417,37.60166667
서울특별시,성북구,정릉제3동,127.0062889,37.60616667
서울특별시,성북구,정릉제4동,127.0082083,37.61078611
서울특별시,성북구,길음제1동,127.0241667,37.60178333
서울특별시,성북구,길음제2동,127.0294,37.60385
서울특별시,성북구,종암동,127.0335528,37.59733056
서울특별시,성북구,월곡제1동,127.0361417,37.60420278
서울특별시,성북구,월곡제2동,127.0416889,37.59994167
서울특별시,성북구,장위제1동,127.0458556,37.61119167
서울특별시,성북구,장위제2동,127.0567083,37.60966389
서울특별시,성북구,장위제3동,127.0587222,37.61377222
서울특별시,성북구,석관동,127.0635194,37.61016111
서울특별시,강북구,,127.0277194,37.63695556
서울특별시,강북구,삼양동,127.0205111,37.62448333
서울특별시,강북구,미아동,127.0290194,37.62413611
서울특별시,강북구,송중동,127.0358333,37.61336111
서울특별시,강북구,송천동,127.0259556,37.61551667
서울특별시,강북구,삼각산동,127.0198528,37.61443056
서울특별시,강북구,번1동,127.0310194,37.63515833
서울특별시,강북구,번2동,127.0409444,37.62938611
서울특별시,강북구,번3동,127.0486889,37.62309444
서울특별시,강북구,수유1동,127.0192972,37.63073333
서울특별시,강북구,수유2동,127.0220417,37.64188056
서울특별시,강북구,수유3동,127.0253194,37.63597222
서울특별시,강북구,우이동,127.0140667,37.64519444
서울특별시,강북구,인수동,127.0127667,37.63873333
서울특별시,도봉구,,127.0495222,37.66583333
서울특별시,도봉구,창제1동,127.0459972,37.64564722
서울특별시,도봉구,창제2동,127.0377667,37.63872778
서울특별시,도봉구,창제3동,127.0450083,37.63526944
서울특별시,도봉구,창제4동,127.0536667,37.64939722
서울특별시,도봉구,창제5동,127.0412972,37.64921389
서울특별시,도봉구,도봉제1동,127.0455111,37.67581944
서울특별시,도봉구,도봉제2동,127.0487083,37.667
서울특별시,도봉구,쌍문제1동,127.0281778,37.64524722
서울특별시,도봉구,쌍문제2동,127.0409111,37.65508056
서울특별시,도봉구,쌍문제3동,127.0300889,37.64619444
서울특별시,도봉구,쌍문제4동,127.0305444,37.653625
서울특별시,도봉구,방학제1동,127.0427667,37.66143333
서울특별시,도봉구,방학제2동,127.0372222,37.66543611
서울특별시,도봉구,방학제3동,127.0300778,37.65622778
서울특별시,노원구,,127.0583889,37.65146111
서울특별시,노원구,월계1동,127.0650889,37.61731944
서울특별시,노원구,월계2동,127.0529972,37.62976111
서울특별시,노원구,월계3동,127.0713306,37.61820556
서울특별시,노원구,공릉1동,127.0737518,37.62472748
서울특별시,노원구,공릉2동,127.0854417,37.61856944
서울특별시,노원구,하계1동,127.0747306,37.63778333
서울특별시,노원구,하계2동,127.0701111,37.62925
서울특별시,노원구,중계본동,127.0824556,37.64507222
서울특별시,노원구,중계1동,127.0796639,37.64978611
서울특별시,노원구,중계4동,127.0800889,37.65596667
서울특별시,노원구,중계2.3동,127.0687126,37.6421829
서울특별시,노원구,상계1동,127.0572111,37.67710278
서울특별시,노원구,상계2동,127.0707083,37.655975
서울특별시,노원구,상계3.4동,127.0774667,37.661
서울특별시,노원구,상계5동,127.0714861,37.66021944
서울특별시,노원구,상계6.7동,127.0690667,37.65208889
서울특별시,노원구,상계8동,127.0536667,37.66394444
서울특별시,노원구,상계9동,127.0659556,37.66171111
서울특별시,노원구,상계10동,127.0623667,37.65843333
서울특별시,은평구,,126.9312417,37.59996944
서울특별시,은평구,녹번동,126.9368444,37.59996111
서울특별시,은평구,불광제1동,126.9341889,37.60753611
서울특별시,은평구,불광제2동,126.9298194,37.61879444
서울특별시,은평구,갈현제1동,126.9187889,37.62089722
서울특별시,은평구,갈현제2동,126.9178889,37.61576667
서울특별시,은평구,구산동,126.9125,37.60901944
서울특별시,은평구,대조동,126.9228889,37.61133889
서울특별시,은평구,응암제1동,126.9288639,37.59791111
서울특별시,은평구,응암제2동,126.9251306,37.59181667
서울특별시,은평구,응암제3동,126.9178417,37.58938611
서울특별시,은평구,역촌동,126.9172778,37.60161944
서울특별시,은평구,신사제1동,126.9143861,37.59521944
서울특별시,은평구,신사제2동,126.9148333,37.58933333
서울특별시,은평구,증산동,126.9092222,37.58153056
서울특별시,은평구,수색동,126.8996417,37.58135833
서울특별시,은평구,진관동,126.9211111,37.6356
서울특별시,서대문구,,126.9388972,37.57636667
서울특별시,서대문구,천연동,126.961175,37.56830278
서울특별시,서대문구,북아현동,126.9589111,37.55686944
서울특별시,서대문구,충현동,126.9568444,37.56206111
서울특별시,서대문구,신촌동,126.9455861,37.55673889
서울특별시,서대문구,연희동,126.9373528,37.57112222
서울특별시,서대문구,홍제제1동,126.9469861,37.5849
서울특별시,서대문구,홍제제3동,126.9511667,37.59244444
서울특별시,서대문구,홍제제2동,126.9514667,37.58333889
서울특별시,서대문구,홍은제1동,126.9459556,37.59043056
서울특별시,서대문구,홍은제2동,126.9384861,37.58015833
서울특별시,서대문구,남가좌제1동,126.9155778,37.57119444
서울특별시,서대문구,남가좌제2동,126.9259111,37.57562778
서울특별시,서대문구,북가좌제1동,126.9089778,37.57671111
서울특별시,서대문구,북가좌제2동,126.9132194,37.57860278
서울특별시,마포구,,126.9105306,37.56070556
서울특별시,마포구,아현동,126.9542222,37.54434444
서울특별시,마포구,공덕동,126.9620889,37.54744167
서울특별시,마포구,도화동,126.9521306,37.5349
서울특별시,마포구,용강동,126.9437333,37.53924722
서울특별시,마포구,대흥동,126.9448111,37.55305
서울특별시,마포구,염리동,126.9477194,37.54438611
서울특별시,마포구,신수동,126.9366417,37.54406667
서울특별시,마포구,서강동,126.9341556,37.54444722
서울특별시,마포구,서교동,126.922975,37.54965556
서울특별시,마포구,합정동,126.9077528,37.54672222
서울특별시,마포구,망원제1동,126.9077667,37.55243333
서울특별시,마포구,망원제2동,126.9043111,37.55756389
서울특별시,마포구,연남동,126.9240667,37.56169444
서울특별시,마포구,성산제1동,126.9100222,37.56058333
서울특별시,마포구,성산제2동,126.9111528,37.56593056
서울특별시,마포구,상암동,126.8968111,37.57551389
서울특별시,양천구,,126.8687083,37.51423056
서울특별시,양천구,목1동,126.8732333,37.52753889
서울특별시,양천구,목2동,126.8738083,37.54335278
서울특별시,양천구,목3동,126.8666,37.54209722
서울특별시,양천구,목4동,126.8704972,37.52953333
서울특별시,양천구,목5동,126.8807528,37.53241667
서울특별시,양천구,신월1동,126.8336,37.53000556
서울특별시,양천구,신월2동,126.8465861,37.52217222
서울특별시,양천구,신월3동,126.831175,37.53084722
서울특별시,양천구,신월4동,126.8421556,37.52190556
서울특별시,양천구,신월5동,126.8294444,37.53688889
서울특별시,양천구,신월6동,126.8457667,37.51330278
서울특별시,양천구,신월7동,126.8367639,37.51909167
서울특별시,양천구,신정1동,126.8563972,37.51573056
서울특별시,양천구,신정2동,126.8726972,37.51640833
서울특별시,양천구,신정3동,126.8568861,37.51233611
서울특별시,양천구,신정4동,126.8608,37.52063611
서울특별시,양천구,신정6동,126.8664861,37.51424722
서울특별시,양천구,신정7동,126.8617556,37.5116
서울특별시,강서구,,126.851675,37.54815556
서울특별시,강서구,염창동,126.8730444,37.55104444
서울특별시,강서구,등촌제1동,126.8609972,37.55306667
서울특별시,강서구,등촌제2동,126.8645972,37.53985278
서울특별시,강서구,등촌제3동,126.8500083,37.55609444
서울특별시,강서구,화곡제1동,126.8437417,37.52774444
서울특별시,강서구,화곡제2동,126.8567444,37.52878889
서울특별시,강서구,화곡제3동,126.8404639,37.53994167
서울특별시,강서구,화곡제4동,126.8652333,37.53013333
서울특별시,강서구,화곡본동,126.8497528,37.54124444
서울특별시,강서구,화곡제6동,126.8522444,37.54899444
서울특별시,강서구,화곡제8동,126.8504222,37.52989167
서울특별시,강서구,가양제1동,126.8426639,37.56647778
서울특별시,강서구,가양제2동,126.8533639,37.56460556
서울특별시,강서구,가양제3동,126.8626861,37.558275
서울특별시,강서구,발산제1동,126.8352444,37.55026944
서울특별시,강서구,우장산동,126.8418849,37.5482468
서울특별시,강서구,공항동,126.8121639,37.55610556
서울특별시,강서구,방화제1동,126.8143111,37.56877222
서울특별시,강서구,방화제2동,126.8088306,37.563875
서울특별시,강서구,방화제3동,126.8160194,37.57594167
서울특별시,구로구,,126.8895972,37.49265
서울특별시,구로구,신도림동,126.8826528,37.50497778
서울특별시,구로구,구로제1동,126.8778556,37.49020278
서울특별시,구로구,구로제2동,126.8856667,37.48860278
서울특별시,구로구,구로제3동,126.8956861,37.48305556
서울특별시,구로구,구로제4동,126.8912222,37.48883056
서울특별시,구로구,구로제5동,126.8913778,37.49727778
서울특별시,구로구,가리봉동,126.8919861,37.47798056
서울특별시,구로구,고척제1동,126.8648,37.49760833
서울특별시,구로구,고척제2동,126.8604306,37.50377778
서울특별시,구로구,개봉제1동,126.8492639,37.49938611
서울특별시,구로구,개봉제2동,126.8586194,37.488025
서울특별시,구로구,개봉제3동,126.8558889,37.48317222
서울특별시,구로구,오류제1동,126.8470889,37.49424722
서울특별시,구로구,오류제2동,126.8416083,37.48599167
서울특별시,구로구,수궁동,126.8335667,37.49110556
서울특별시,구로구,항동,126.8107155,37.482174
서울특별시,금천구,,126.9041972,37.44910833
서울특별시,금천구,가산동,126.8938083,37.474125
서울특별시,금천구,독산제1동,126.8991,37.46745833
서울특별시,금천구,독산제2동,126.9018444,37.46329444
서울특별시,금천구,독산제3동,126.9099889,37.47378889
서울특별시,금천구,독산제4동,126.9042222,37.46465556
서울특별시,금천구,시흥제1동,126.8994194,37.45214722
서울특별시,금천구,시흥제2동,126.9188306,37.44729167
서울특별시,금천구,시흥제3동,126.907975,37.43751944
서울특별시,금천구,시흥제4동,126.9082417,37.456175
서울특별시,금천구,시흥제5동,126.9104083,37.44958611
서울특별시,영등포구,,126.8983417,37.52361111
서울특별시,영등포구,영등포본동,126.9093046,37.5146826
서울특별시,영등포구,영등포동,126.910691,37.5203985
서울특별시,영등포구,여의동,126.9367556,37.51488889
서울특별시,영등포구,당산제1동,126.8995222,37.52215833
서울특별시,영등포구,당산제2동,126.9042444,37.53193889
서울특별시,영등포구,도림동,126.89595,37.509475
서울특별시,영등포구,문래동,126.8995421,37.5170965
서울특별시,영등포구,양평제1동,126.8902861,37.52084722
서울특별시,영등포구,양평제2동,126.8980222,37.535
서울특별시,영등포구,신길제1동,126.9234778,37.50817222
서울특별시,영등포구,신길제3동,126.9099194,37.50462222
서울특별시,영등포구,신길제4동,126.913375,37.50567222
서울특별시,영등포구,신길제5동,126.9073444,37.49882222
서울특별시,영등포구,신길제6동,126.9119444,37.49656389
서울특별시,영등포구,신길제7동,126.9234778,37.50365556
서울특별시,영등포구,대림제1동,126.9079639,37.49258889
서울특별시,영등포구,대림제2동,126.9003556,37.489925
서울특별시,영등포구,대림제3동,126.9002111,37.49548611
서울특별시,동작구,,126.941575,37.50965556
서울특별시,동작구,노량진제1동,126.9440861,37.50948056
서울특별시,동작구,노량진제2동,126.9393861,37.50573333
서울특별시,동작구,상도제1동,126.9530222,37.50405
서울특별시,동작구,상도제2동,126.9444,37.50264167
서울특별시,동작구,상도제3동,126.9333889,37.49636667
서울특별시,동작구,상도제4동,126.939875,37.49777778
서울특별시,동작구,흑석동,126.9626111,37.50673889
서울특별시,동작구,사당제1동,126.9757333,37.47361111
서울특별시,동작구,사당제2동,126.9795083,37.48561944
서울특별시,동작구,사당제3동,126.9740861,37.483825
서울특별시,동작구,사당제4동,126.9737222,37.47818611
서울특별시,동작구,사당제5동,126.9691083,37.48279722
서울특별시,동작구,대방동,126.9284444,37.50533056
서울특별시,동작구,신대방제1동,126.9121083,37.48615
서울특별시,동작구,신대방제2동,126.927975,37.49612222
서울특별시,관악구,,126.9538444,37.47538611
서울특별시,관악구,보라매동,126.9348861,37.48530556
서울특별시,관악구,청림동,126.9606667,37.48903889
서울특별시,관악구,성현동,126.9481357,37.4896244
서울특별시,관악구,행운동,126.9590333,37.47788333
서울특별시,관악구,낙성대동,126.9604889,37.4735
서울특별시,관악구,청룡동,126.94155,37.479151
서울특별시,관악구,은천동,126.9424278,37.4853086
서울특별시,관악구,중앙동,126.9517556,37.48144167
서울특별시,관악구,인헌동,126.967375,37.47230556
서울특별시,관악구,남현동,126.9799556,37.47178889
서울특별시,관악구,서원동,126.9313,37.4797346
서울특별시,관악구,신원동,126.9294194,37.47877778
서울특별시,관악구,서림동,126.9370556,37.47216389
서울특별시,관악구,신사동,126.9180796,37.4854118
서울특별시,관악구,신림동,126.927075,37.487426
서울특별시,관악구,난향동,126.918842,37.461429
서울특별시,관악구,조원동,126.9078649,37.4826299
서울특별시,관악구,대학동,126.9369907,37.4706145
서울특별시,관악구,삼성동,126.932963,37.470101
서울특별시,관악구,미성동,126.9155534,37.4761761
서울특별시,관악구,난곡동,126.9216507,37.4709634
서울특별시,서초구,,127.0348111,37.48078611
서울특별시,서초구,서초1동,127.0211111,37.486
서울특별시,서초구,서초2동,127.0269111,37.48925
서울특별시,서초구,서초3동,127.0145667,37.48078333
서울특별시,서초구,서초4동,127.0242222,37.49985556
서울특별시,서초구,잠원동,127.0160528,37.51208889
서울특별시,서초구,반포본동,126.9881333,37.49765
서울특별시,서초구,반포1동,127.0144667,37.50331944
서울특별시,서초구,반포2동,126.996575,37.50178333
서울특별시,서초구,반포3동,127.0077528,37.50917222
서울특별시,서초구,반포4동,127.0024417,37.49475833
서울특별시,서초구,방배본동,126.9908333,37.49144444
서울특별시,서초구,방배1동,126.9966083,37.48055833
서울특별시,서초구,방배2동,126.9876111,37.47696667
서울특별시,서초구,방배3동,127.0011333,37.47753889
서울특별시,서초구,방배4동,126.9933222,37.48681667
서울특별시,서초구,양재1동,127.0381528,37.48163611
서울특별시,서초구,양재2동,127.0431444,37.46778056
서울특별시,서초구,내곡동,127.0534111,37.45914444
서울특별시,강남구,,127.0495556,37.514575
서울특별시,강남구,신사동,127.0250222,37.52133889
서울특별시,강남구,논현1동,127.0305111,37.50878889
서울특별시,강남구,논현2동,127.0392889,37.51443611
서울특별시,강남구,압구정동,127.030713,37.530642
서울특별시,강남구,청담동,127.0493,37.5251083
서울특별시,강남구,삼성1동,127.0575306,37.50904167
서울특별시,강남구,삼성2동,127.0480861,37.50838889
서울특별시,강남구,대치1동,127.0638556,37.49050556
서울특별시,강남구,대치2동,127.0690194,37.49711111
서울특별시,강남구,대치4동,127.0598528,37.49696389
서울특별시,강남구,역삼1동,127.0351444,37.49258333
서울특별시,강남구,역삼2동,127.0488556,37.49324722
서울특별시,강남구,도곡1동,127.0404972,37.48806667
서울특별시,강남구,도곡2동,127.0454,37.47986389
서울특별시,강남구,개포1동,127.0595556,37.47909722
서울특별시,강남구,개포2동,127.0757417,37.485175
서울특별시,강남구,개포3동,127.073673,37.49214392
서울특별시,강남구,개포4동,127.0537333,37.47602778
서울특별시,강남구,세곡동,127.1093639,37.46636667
서울특별시,강남구,일원본동,127.0886,37.48053333
서울특별시,강남구,일원1동,127.0901306,37.48905833
서울특별시,강남구,수서동,127.107,37.48602778
서울특별시,송파구,,127.1079306,37.51175556
서울특별시,송파구,풍납1동,127.1242444,37.53524722
서울특별시,송파구,풍납2동,127.1188639,37.52595
서울특별시,송파구,거여1동,127.1454083,37.49410833
서울특별시,송파구,거여2동,127.149,37.49068611
서울특별시,송파구,마천1동,127.1520889,37.49322222
서울특별시,송파구,마천2동,127.1506778,37.494075
서울특별시,송파구,방이1동,127.1260111,37.50814722
서울특별시,송파구,방이2동,127.1165333,37.51175556
서울특별시,송파구,오륜동,127.1365,37.51258889
서울특별시,송파구,오금동,127.1302444,37.50015
서울특별시,송파구,송파1동,127.1118194,37.50313056
서울특별시,송파구,송파2동,127.1189111,37.49943611
서울특별시,송파구,석촌동,127.1057528,37.500775
서울특별시,송파구,삼전동,127.0946417,37.49997778
서울특별시,송파구,가락본동,127.1239111,37.49277222
서울특별시,송파구,가락1동,127.1076861,37.49375
서울특별시,송파구,가락2동,127.1286417,37.49584444
서울특별시,송파구,문정1동,127.1262,37.48719167
서울특별시,송파구,문정2동,127.1130639,37.48705278
서울특별시,송파구,장지동,127.1345333,37.48413611
서울특별시,송파구,위례동,127.1414918,37.4791657
서울특별시,송파구,잠실본동,127.0864194,37.50335556
서울특별시,송파구,잠실2동,127.089975,37.51191389
서울특별시,송파구,잠실3동,127.0964111,37.50448889
서울특별시,송파구,잠실4동,127.1100556,37.51644444
서울특별시,송파구,잠실6동,127.1026528,37.51538333
서울특별시,송파구,잠실7동,127.0791333,37.50586111
서울특별시,강동구,,127.1258639,37.52736667
서울특별시,강동구,강일동,127.1804,37.56671389
서울특별시,강동구,상일제1동,127.1683,37.5506
서울특별시,강동구,상일제2동,127.1759,37.55
서울특별시,강동구,명일제1동,127.1480222,37.54696389
서울특별시,강동구,명일제2동,127.1534444,37.54355278
서울특별시,강동구,고덕제1동,127.1510194,37.55624444
서울특별시,강동구,고덕제2동,127.1664861,37.55771389
서울특별시,강동구,암사제1동,127.1347639,37.54871667
서울특별시,강동구,암사제2동,127.1293528,37.54896111
서울특별시,강동구,암사제3동,127.140375,37.55237222
서울특별시,강동구,천호제1동,127.1388778,37.54230278
서울특별시,강동구,천호제2동,127.1229083,37.53978611
서울특별시,강동구,천호제3동,127.1319667,37.53697222
서울특별시,강동구,성내제1동,127.1260306,37.52784722
서울특별시,강동구,성내제2동,127.1315861,37.52960278
서울특별시,강동구,성내제3동,127.1348861,37.52337222
서울특별시,강동구,길동,127.1461684,37.5392169
서울특별시,강동구,둔촌제1동,127.1388306,37.52075
서울특별시,강동구,둔촌제2동,127.1440194,37.53055
부산광역시,,,129.0769528,35.17701944
부산광역시,중구,,129.0345083,35.10321667
부산광역시,중구,중앙동,129.0375889,35.09818611
부산광역시,중구,동광동,129.0368778,35.10193333
부산광역시,중구,대청동,129.0333333,35.10114722
부산광역시,중구,보수동,129.0276222,35.10070278
부산광역시,중구,부평동,129.0287972,35.09729722
부산광역시,중구,광복동,129.0327528,35.09685833
부산광역시,중구,남포동,129.0340861,35.09430556
부산광역시,중구,영주제1동,129.0372861,35.10804722
부산광역시,중구,영주제2동,129.0340333,35.10850833
부산광역시,서구,,129.0263778,35.09483611
부산광역시,서구,동대신제1동,129.0225083,35.10653611
부산광역시,서구,동대신제2동,129.0254306,35.10985278
부산광역시,서구,동대신제3동,129.0195083,35.11133889
부산광역시,서구,서대신제1동,129.016675,35.10801389
부산광역시,서구,서대신제3동,129.0141889,35.11036667
부산광역시,서구,서대신제4동,129.0148333,35.11607222
부산광역시,서구,부민동,129.0207528,35.10068611
부산광역시,서구,아미동,129.0176861,35.09708889
부산광역시,서구,초장동,129.0225639,35.09287778
부산광역시,서구,충무동,129.0238972,35.09493611
부산광역시,서구,남부민제1동,129.0255639,35.08965833
부산광역시,서구,남부민제2동,129.0218639,35.08155
부산광역시,서구,암남동,129.0236,35.07690556
부산광역시,동구,,129.059175,35.13589444
부산광역시,동구,초량제1동,129.0391889,35.11087778
부산광역시,동구,초량제2동,129.0408,35.11344722
부산광역시,동구,초량제3동,129.0420667,35.11818611
부산광역시,동구,초량제6동,129.0367444,35.12290833
부산광역시,동구,수정제1동,129.0445333,35.122275
부산광역시,동구,수정제2동,129.0472639,35.12525278
부산광역시,동구,수정제4동,129.0429639,35.12399722
부산광역시,동구,수정제5동,129.0446889,35.13073333
부산광역시,동구,좌천동,129.0527917,35.13198611
부산광역시,동구,범일제1동,129.0583083,35.13627222
부산광역시,동구,범일제2동,129.0619861,35.13187222
부산광역시,동구,범일제5동,129.0560194,35.12730556
부산광역시,영도구,,129.0701861,35.08811667
부산광역시,영도구,남항동,129.0398528,35.08678889
부산광역시,영도구,영선제1동,129.0470333,35.08716111
부산광역시,영도구,영선제2동,129.0436417,35.08385
부산광역시,영도구,신선동,129.0474556,35.08024444
부산광역시,영도구,봉래제1동,129.0466222,35.09039167
부산광역시,영도구,봉래제2동,129.0483972,35.09110833
부산광역시,영도구,청학제1동,129.0606861,35.09383333
부산광역시,영도구,청학제2동,129.0680306,35.088825
부산광역시,영도구,동삼제1동,129.0707083,35.07179444
부산광역시,영도구,동삼제2동,129.0829222,35.06474167
부산광역시,영도구,동삼제3동,129.0709222,35.08158056
부산광역시,부산진구,,129.0553194,35.15995278
부산광역시,부산진구,부전제1동,129.0609222,35.15725833
부산광역시,부산진구,부전제2동,129.059075,35.14952222
부산광역시,부산진구,연지동,129.0550083,35.16971389
부산광역시,부산진구,초읍동,129.0498333,35.175625
부산광역시,부산진구,양정제1동,129.0666556,35.17139722
부산광역시,부산진구,양정제2동,129.0779889,35.16978056
부산광역시,부산진구,전포제1동,129.0696222,35.15126944
부산광역시,부산진구,전포제2동,129.0684444,35.15863056
부산광역시,부산진구,부암제1동,129.0517778,35.16046111
부산광역시,부산진구,부암제3동,129.0420556,35.16592222
부산광역시,부산진구,당감제1동,129.0423667,35.1597
부산광역시,부산진구,당감제2동,129.0502778,35.15488889
부산광역시,부산진구,당감제4동,129.0387972,35.16491389
부산광역시,부산진구,가야제1동,129.0440528,35.15191111
